entry_id,mode,setup,base_lang,phrase_lang,n_phrases,quality_tier,audio_s,mWER,eWER,MER,mWER_unit,eWER_unit,matrix_units,embedded_units,LA_segment_per_wav,LID_conf_per_wav,SIM_whole,SIM_matrix,SIM_embedded_per_wav,success
syncs_E_to_K_16,moss_tts_v15,E_to_K,en,ko,3,S,29.04,0.0,0.11331953071083506,0.06078047556308426,WER,CER,51,59,1.0,0.9993281165758768,0.931010365486145,0.9792388677597046,0.7170756856600443,True
syncs_E_to_K_17,moss_tts_v15,E_to_K,en,ko,3,S,28.0,0.2982456140350877,0.05128205128205129,0.18929110105580693,WER,CER,57,45,0.6666666666666666,0.9964432120323181,0.9014663100242615,0.9539855718612671,0.749098002910614,True
syncs_E_to_K_18,moss_tts_v15,E_to_K,en,ko,3,S,30.72,0.10204081632653061,0.13961988304093567,0.12317904135338345,WER,CER,49,63,0.6666666666666666,0.9984663526217142,0.9150714874267578,0.9734814167022705,0.7066730856895447,True
syncs_E_to_K_20,moss_tts_v15,E_to_K,en,ko,3,S,33.28,0.2,0.14444444444444443,0.17148475909537855,WER,CER,55,58,1.0,0.9994849363962809,0.8879971504211426,0.9558013677597046,0.7183773716290792,True
syncs_E_to_K_21,moss_tts_v15,E_to_K,en,ko,3,S,29.68,0.0,0.015151515151515152,0.007575757575757576,WER,CER,57,57,1.0,0.9995685617129008,0.9448354244232178,0.9822027087211609,0.7113402287165324,True
syncs_E_to_K_22,moss_tts_v15,E_to_K,en,ko,4,S,33.28,0.20833333333333334,0.0,0.08620689655172414,WER,CER,48,68,1.0,0.9987689107656479,0.8811370134353638,0.9689139723777771,0.7014677077531815,True
syncs_E_to_K_24,moss_tts_v15,E_to_K,en,ko,4,S,33.44,1.1020408163265305,0.10686274509803922,0.5422531512605041,WER,CER,49,63,1.0,0.9989233314990997,0.8980627059936523,0.9659494757652283,0.6683264374732971,True
syncs_E_to_K_25,moss_tts_v15,E_to_K,en,ko,3,S,31.92,0.125,0.0,0.06796116504854369,WER,CER,56,47,1.0,0.9997104207674662,0.9575205445289612,0.9753707647323608,0.7212817470232645,True
syncs_E_to_K_26,moss_tts_v15,E_to_K,en,ko,4,S,29.44,0.022727272727272728,0.04371345029239766,0.03546888053467001,WER,CER,44,68,0.75,0.9997337907552719,0.8844531774520874,0.9655227661132812,0.7229067981243134,True
syncs_E_to_K_28,moss_tts_v15,E_to_K,en,ko,4,S,36.4,0.18518518518518517,0.015625,0.08946572580645161,WER,CER,54,70,1.0,0.9985073506832123,0.9080712795257568,0.9589288830757141,0.7068776488304138,True
syncs_E_to_K_29,moss_tts_v15,E_to_K,en,ko,4,S,35.52,0.17647058823529413,0.041666666666666664,0.09623015873015874,WER,CER,51,75,1.0,0.9974211305379868,0.8926699161529541,0.954750657081604,0.7039913237094879,True
syncs_E_to_K_30,moss_tts_v15,E_to_K,en,ko,3,S,28.48,0.019230769230769232,0.24242424242424243,0.12399505256648115,WER,CER,52,46,0.6666666666666666,0.9992326498031616,0.9414428472518921,0.9710672497749329,0.7492351531982422,True
syncs_E_to_K_32,moss_tts_v15,E_to_K,en,ko,4,S,32.16,0.08620689655172414,0.016666666666666666,0.052046783625730994,WER,CER,58,56,0.75,0.9958014637231827,0.9516580700874329,0.9850219488143921,0.7586155980825424,True
syncs_E_to_K_33,moss_tts_v15,E_to_K,en,ko,3,S,29.92,0.0,0.1707070707070707,0.0830043554814197,WER,CER,56,53,0.6666666666666666,0.9969303409258524,0.9303749799728394,0.9652535915374756,0.7628738482793173,True
syncs_E_to_K_34,moss_tts_v15,E_to_K,en,ko,4,S,26.16,0.05555555555555555,0.15,0.11458333333333333,WER,CER,36,60,1.0,0.9993219524621964,0.8511221408843994,0.9536254405975342,0.7141992002725601,True
syncs_E_to_K_36,moss_tts_v15,E_to_K,en,ko,4,S,35.52,0.25,0.2647058823529412,0.25838599902771026,WER,CER,52,69,0.75,0.9993348568677902,0.8130404353141785,0.9579933285713196,0.6662105917930603,True
syncs_E_to_K_37,moss_tts_v15,E_to_K,en,ko,4,S,29.36,1.2156862745098038,0.05756578947368421,0.5456992170508916,WER,CER,51,70,1.0,0.9997871369123459,0.8772711753845215,0.9604302644729614,0.7094198763370514,True
syncs_E_to_K_38,moss_tts_v15,E_to_K,en,ko,4,S,25.92,0.021739130434782608,0.03125,0.027083333333333334,WER,CER,46,59,1.0,0.9992633014917374,0.9173409342765808,0.9739529490470886,0.7267400324344635,True
syncs_E_to_K_40,moss_tts_v15,E_to_K,en,ko,3,S,31.52,0.03571428571428571,0.0925925925925926,0.06310013717421124,WER,CER,56,52,1.0,0.9985543290774027,0.9440411329269409,0.9675337076187134,0.7871624231338501,True
syncs_E_to_K_41,moss_tts_v15,E_to_K,en,ko,3,S,31.84,0.1016949152542373,0.020833333333333332,0.06420454545454546,WER,CER,59,51,1.0,0.9995354016621908,0.9300248026847839,0.9779936671257019,0.7213845054308573,True
syncs_E_to_K_42,moss_tts_v15,E_to_K,en,ko,4,S,26.24,0.02564102564102564,0.1338235294117647,0.09546791443850268,WER,CER,39,71,1.0,0.9996655285358429,0.8934107422828674,0.9825402498245239,0.7051291763782501,True
syncs_E_to_K_44,moss_tts_v15,E_to_K,en,ko,3,S,27.76,0.0,0.0,0.0,WER,CER,50,48,1.0,0.9989871184031168,0.9194276928901672,0.9757354259490967,0.742711087067922,True
syncs_E_to_K_45,moss_tts_v15,E_to_K,en,ko,3,S,25.04,0.0,0.07017543859649122,0.03783969728242174,WER,CER,47,55,1.0,0.9999078512191772,0.9044537544250488,0.9593830108642578,0.7101400891939799,True
syncs_E_to_K_46,moss_tts_v15,E_to_K,en,ko,3,S,27.12,0.058823529411764705,0.07675438596491228,0.0677889576883385,WER,CER,51,51,1.0,0.8610012332598368,0.9340150952339172,0.9804526567459106,0.7355167865753174,True
syncs_E_to_K_48,moss_tts_v15,E_to_K,en,ko,3,S,25.68,0.017241379310344827,0.0196078431372549,0.01834862385321101,WER,CER,58,51,1.0,0.9985101819038391,0.9394152760505676,0.9793205261230469,0.7140229543050131,True
syncs_E_to_K_49,moss_tts_v15,E_to_K,en,ko,3,B,33.52,0.22448979591836735,0.40476190476190477,0.31274801587301587,WER,CER,49,47,0.6666666666666666,0.9967938661575317,0.8997176289558411,0.970794141292572,0.6851659615834554,True
syncs_E_to_K_50,moss_tts_v15,E_to_K,en,ko,4,S,27.2,0.4716981132075472,0.09542124542124542,0.2719050860643781,WER,CER,53,60,1.0,0.9993823915719986,0.9010417461395264,0.972205400466919,0.70198093354702,True
syncs_E_to_K_52,moss_tts_v15,E_to_K,en,ko,3,S,29.04,0.0,0.016666666666666666,0.009971509971509971,WER,CER,47,70,1.0,0.9999093612035116,0.8913530111312866,0.9560461044311523,0.7470889290173849,True
syncs_E_to_K_53,moss_tts_v15,E_to_K,en,ko,3,S,30.16,0.0,0.035480859010270774,0.019054535394404673,WER,CER,50,58,1.0,0.9995143810907999,0.9017693996429443,0.9643771648406982,0.7344210942586263,True
syncs_E_to_K_54,moss_tts_v15,E_to_K,en,ko,3,S,28.96,0.0,0.13392857142857142,0.06899350649350648,WER,CER,48,51,0.3333333333333333,0.9998450676600138,0.8967944383621216,0.9687448740005493,0.6717390219370524,True
syncs_E_to_K_56,moss_tts_v15,E_to_K,en,ko,4,S,27.2,0.5,0.04722222222222222,0.24675141242937854,WER,CER,52,66,1.0,0.9995023161172867,0.9164047241210938,0.974278450012207,0.7025252878665924,True
syncs_E_to_K_57,moss_tts_v15,E_to_K,en,ko,4,S,32.32,0.15384615384615385,0.060897435897435896,0.10444097944097945,WER,CER,52,59,1.0,0.9997212588787079,0.8708416819572449,0.9673826694488525,0.7011220306158066,True
syncs_E_to_K_58,moss_tts_v15,E_to_K,en,ko,4,S,34.0,0.21568627450980393,0.07417582417582418,0.14038713579997986,WER,CER,51,58,1.0,0.9975896924734116,0.9641237854957581,0.9807845950126648,0.7521429508924484,True
syncs_E_to_K_60,moss_tts_v15,E_to_K,en,ko,4,S,25.2,0.02127659574468085,0.05555555555555555,0.04063786008230453,WER,CER,47,61,1.0,0.9995088428258896,0.9205580353736877,0.9776806831359863,0.6987265944480896,True
syncs_E_to_K_61,moss_tts_v15,E_to_K,en,ko,3,S,31.84,0.24561403508771928,0.6666666666666666,0.43589743589743585,WER,CER,57,47,0.3333333333333333,0.9972640673319498,0.9351760149002075,0.9781830906867981,0.687220056851705,True
syncs_E_to_K_62,moss_tts_v15,E_to_K,en,ko,4,S,42.8,0.6862745098039216,0.13655462184873948,0.3741454208802165,WER,CER,51,67,0.75,0.996918573975563,0.9077181816101074,0.9551465511322021,0.7117558866739273,True
syncs_E_to_K_64,moss_tts_v15,E_to_K,en,ko,4,S,33.68,0.9433962264150944,0.015625,0.409,WER,CER,53,72,1.0,0.9989538639783859,0.8911955952644348,0.9730080962181091,0.6937271952629089,True
syncs_E_to_K_65,moss_tts_v15,E_to_K,en,ko,3,A,28.08,0.06,0.16821465428276572,0.1156832687086076,WER,CER,50,53,1.0,0.9991582036018372,0.9412809610366821,0.9756158590316772,0.7116131981213888,True
syncs_E_to_K_66,moss_tts_v15,E_to_K,en,ko,3,S,36.08,0.15555555555555556,0.12354108309990662,0.1380931160342925,WER,CER,45,54,0.6666666666666666,0.9980622132619222,0.878766655921936,0.9702349901199341,0.7060568928718567,True
syncs_E_to_K_68,moss_tts_v15,E_to_K,en,ko,4,S,36.16,0.26,0.09375,0.1654094827586207,WER,CER,50,66,1.0,0.9994851499795914,0.9133901000022888,0.9822865724563599,0.7127696573734283,True
syncs_E_to_K_69,moss_tts_v15,E_to_K,en,ko,4,S,35.84,0.19642857142857142,0.13333333333333333,0.16072351421188633,WER,CER,56,73,1.0,0.9688921570777893,0.940216064453125,0.9784352779388428,0.7760406881570816,True
syncs_E_to_K_70,moss_tts_v15,E_to_K,en,ko,3,S,28.32,0.03773584905660377,0.17965367965367965,0.09789666854884245,WER,CER,53,39,0.3333333333333333,0.32405276395729743,0.9801570177078247,0.9812828302383423,0.8669394453366598,True
syncs_E_to_K_72,moss_tts_v15,E_to_K,en,ko,4,S,32.88,0.19298245614035087,0.0,0.08870967741935484,WER,CER,57,67,1.0,0.9995294809341431,0.9120577573776245,0.9686470627784729,0.7455038577318192,True
syncs_E_to_K_73,moss_tts_v15,E_to_K,en,ko,4,S,25.92,0.05,0.034722222222222224,0.04071350762527233,WER,CER,40,62,0.75,0.9941491037607193,0.8714847564697266,0.9538532495498657,0.7042454481124878,True
syncs_E_to_K_74,moss_tts_v15,E_to_K,en,ko,3,S,27.36,0.0,0.14646464646464646,0.08328381857793622,WER,CER,44,58,0.6666666666666666,0.999019722143809,0.8913328051567078,0.964755117893219,0.7254615227381388,True
syncs_E_to_K_76,moss_tts_v15,E_to_K,en,ko,3,S,34.72,0.2631578947368421,0.15288220551378445,0.20850799565284894,WER,CER,57,56,1.0,0.9996764063835144,0.9412441253662109,0.9677461981773376,0.7042599320411682,True
syncs_E_to_K_77,moss_tts_v15,E_to_K,en,ko,4,S,31.84,0.21568627450980393,0.15217086834733892,0.18109306222488994,WER,CER,51,61,0.75,0.9963217079639435,0.9373241066932678,0.9803376197814941,0.7291189581155777,True
syncs_E_to_K_78,moss_tts_v15,E_to_K,en,ko,3,S,31.84,0.24,0.022222222222222223,0.1259259259259259,WER,CER,50,55,1.0,0.9981804092725118,0.8737185001373291,0.9732593297958374,0.6541192730267843,True
syncs_E_to_K_80,moss_tts_v15,E_to_K,en,ko,3,A,26.72,0.6363636363636364,0.047619047619047616,0.3650793650793651,WER,CER,55,47,1.0,0.9874987800916036,0.9720439910888672,0.9870498776435852,0.7449984550476074,True
syncs_E_to_K_81,moss_tts_v15,E_to_K,en,ko,4,S,32.72,0.1320754716981132,0.09089635854341736,0.10878564540570326,WER,CER,53,69,0.75,0.999418243765831,0.8917939066886902,0.9661235213279724,0.7269452661275864,True
syncs_E_to_K_82,moss_tts_v15,E_to_K,en,ko,4,S,36.24,0.25862068965517243,0.10515873015873016,0.18058918482647296,WER,CER,58,60,0.75,0.9995676130056381,0.9233164191246033,0.9857186079025269,0.6840863525867462,True
syncs_E_to_K_84,moss_tts_v15,E_to_K,en,ko,4,D,36.32,0.8,0.014705882352941176,0.3512605042016807,WER,CER,45,60,1.0,0.9991070032119751,0.8580729961395264,0.9745213985443115,0.6565252542495728,True
syncs_E_to_K_85,moss_tts_v15,E_to_K,en,ko,3,S,27.04,0.0,0.03333333333333333,0.02040816326530612,WER,CER,38,60,1.0,0.9997482697168986,0.9087504148483276,0.9812922477722168,0.7352630694707235,True
syncs_E_to_K_86,moss_tts_v15,E_to_K,en,ko,3,S,29.28,0.0,0.061274509803921566,0.029305200341005967,WER,CER,60,55,1.0,0.9990350008010864,0.9445604085922241,0.9752641916275024,0.7264689207077026,True
syncs_E_to_K_88,moss_tts_v15,E_to_K,en,ko,3,S,37.28,0.21052631578947367,0.020833333333333332,0.12479967948717949,WER,CER,57,47,1.0,0.9983892242113749,0.9137126207351685,0.9545460343360901,0.7301397522290548,True
syncs_E_to_K_89,moss_tts_v15,E_to_K,en,ko,3,S,25.52,0.0,0.020833333333333332,0.010416666666666666,WER,CER,48,48,1.0,0.9996227224667867,0.9093676209449768,0.9711655378341675,0.7299083669980367,True
syncs_E_to_K_90,moss_tts_v15,E_to_K,en,ko,4,S,31.36,0.023255813953488372,0.013888888888888888,0.017422027290448342,WER,CER,43,71,1.0,0.999475821852684,0.9099283218383789,0.9775532484054565,0.7129105776548386,True
syncs_E_to_K_92,moss_tts_v15,E_to_K,en,ko,4,S,36.24,0.14545454545454545,0.04102167182662539,0.08849115983931632,WER,CER,55,66,0.75,0.9977371096611023,0.9143995046615601,0.9737433195114136,0.707633450627327,True
syncs_E_to_K_93,moss_tts_v15,E_to_K,en,ko,3,S,30.96,0.09803921568627451,0.16842105263157894,0.13423558897243107,WER,CER,51,54,1.0,0.9953573147455851,0.9254250526428223,0.9643844962120056,0.7297467589378357,True
syncs_E_to_K_94,moss_tts_v15,E_to_K,en,ko,4,S,31.76,0.125,0.0,0.05982905982905983,WER,CER,56,61,1.0,0.9992111027240753,0.9123789072036743,0.9732312560081482,0.6928743273019791,True
syncs_E_to_K_96,moss_tts_v15,E_to_K,en,ko,3,S,30.72,0.109375,0.030303030303030304,0.07355607355607355,WER,CER,64,53,0.6666666666666666,0.9990028937657675,0.9505464434623718,0.9685593843460083,0.7610521117846171,True
syncs_E_to_K_97,moss_tts_v15,E_to_K,en,ko,4,S,29.28,0.0,0.11192810457516339,0.072953139589169,WER,CER,39,73,1.0,0.9997845143079758,0.8749939203262329,0.9748457074165344,0.701335996389389,True
syncs_E_to_K_98,moss_tts_v15,E_to_K,en,ko,4,S,34.72,0.16666666666666666,0.08531746031746032,0.12532526671870933,WER,CER,60,62,0.75,0.9997202455997467,0.9195776581764221,0.9817941784858704,0.7141797989606857,True
syncs_E_to_J_0,moss_tts_v15,E_to_J,en,ja,3,S,31.68,0.06349206349206349,0.17101648351648352,0.10711046029442256,WER,CER,63,43,0.6666666666666666,0.992122232913971,0.9642921686172485,0.981763482093811,0.7104814052581787,True
syncs_E_to_J_1,moss_tts_v15,E_to_J,en,ja,3,S,36.48,0.37142857142857144,0.39646464646464646,0.3797739297739298,WER,CER,70,35,0.6666666666666666,0.9522055784861246,0.963992714881897,0.973990261554718,0.7164340615272522,True
syncs_E_to_J_2,moss_tts_v15,E_to_J,en,ja,4,A,35.76,0.4918032786885246,0.36658653846153844,0.4335884784075573,WER,CER,61,53,0.5,0.8031963892281055,0.9589564204216003,0.9803397059440613,0.7566063702106476,True
syncs_E_to_J_4,moss_tts_v15,E_to_J,en,ja,4,S,39.52,0.59375,0.5344079939668175,0.5660570638511815,WER,CER,64,56,0.25,0.9348201602697372,0.9452320337295532,0.9583264589309692,0.734561949968338,True
syncs_E_to_J_5,moss_tts_v15,E_to_J,en,ja,3,S,34.8,0.4583333333333333,0.8042735042735043,0.5778399378399378,WER,CER,72,38,0.3333333333333333,0.5083696395158768,0.9562729597091675,0.9602752327919006,0.7390830914179484,True
syncs_E_to_J_6,moss_tts_v15,E_to_J,en,ja,3,S,37.04,0.5454545454545454,0.29448621553884713,0.45032945266391783,WER,CER,77,47,1.0,0.8602933883666992,0.9673490524291992,0.9754329919815063,0.7352085908253988,True
syncs_E_to_J_8,moss_tts_v15,E_to_J,en,ja,3,A,42.16,0.4594594594594595,0.15456349206349207,0.34416266506602644,WER,CER,74,45,1.0,0.9453734954198202,0.9466708898544312,0.9573079943656921,0.7457472880681356,True
syncs_E_to_J_9,moss_tts_v15,E_to_J,en,ja,3,S,30.8,0.4696969696969697,1.719047619047619,0.9694372294372294,WER,CER,66,44,0.6666666666666666,0.9788073897361755,0.9598396420478821,0.9780759215354919,0.7393871545791626,True
syncs_E_to_J_10,moss_tts_v15,E_to_J,en,ja,3,S,33.2,0.15714285714285714,0.5149153678565443,0.3026774377721536,WER,CER,70,48,0.0,0.9928357402483622,0.9752164483070374,0.9811778664588928,0.7507298191388448,True
syncs_E_to_J_12,moss_tts_v15,E_to_J,en,ja,3,A,31.36,0.45454545454545453,0.23382173382173382,0.3687084520417854,WER,CER,66,42,1.0,0.9184480706850687,0.9687097072601318,0.9819075465202332,0.7229238351186117,True
syncs_E_to_J_13,moss_tts_v15,E_to_J,en,ja,3,S,32.4,0.34375,0.5048840048840049,0.40476190476190477,WER,CER,64,39,0.3333333333333333,0.8537659843762716,0.9713296890258789,0.9808231592178345,0.7241109808286031,True
syncs_E_to_J_14,moss_tts_v15,E_to_J,en,ja,4,S,38.24,0.4375,0.41483516483516486,0.4272330233868695,WER,CER,64,53,0.5,0.8990647941827774,0.9766636490821838,0.983395516872406,0.7405535876750946,True
syncs_E_to_J_16,moss_tts_v15,E_to_J,en,ja,4,S,42.32,0.6666666666666666,0.6706959706959706,0.6684356294112391,WER,CER,69,54,0.25,0.8998199552297592,0.9528221487998962,0.9686529040336609,0.7297848463058472,True
syncs_E_to_J_17,moss_tts_v15,E_to_J,en,ja,4,S,37.2,0.48484848484848486,0.2713675213675214,0.3805903398926655,WER,CER,66,63,0.75,0.9854080528020859,0.9564290046691895,0.961972713470459,0.7498612403869629,True
syncs_E_to_J_18,moss_tts_v15,E_to_J,en,ja,4,S,38.0,0.23076923076923078,0.6153846153846154,0.4137717121588089,WER,CER,65,59,0.25,0.8771885633468628,0.9637172818183899,0.9688230752944946,0.7059661746025085,True
syncs_E_to_J_20,moss_tts_v15,E_to_J,en,ja,4,S,34.0,0.29850746268656714,0.18706293706293708,0.2503407609339813,WER,CER,67,51,0.5,0.9795801490545273,0.9387153387069702,0.965057909488678,0.7162332832813263,True
syncs_E_to_J_21,moss_tts_v15,E_to_J,en,ja,3,S,30.64,0.36363636363636365,0.37314439946018896,0.36763974714113223,WER,CER,66,48,0.6666666666666666,0.9763853748639425,0.9589651823043823,0.9697448015213013,0.7603577574094137,True
syncs_E_to_J_22,moss_tts_v15,E_to_J,en,ja,3,S,35.84,0.8243243243243243,0.5794871794871794,0.7370345596432553,WER,CER,74,41,0.6666666666666666,0.7813925643761953,0.9724603891372681,0.97628253698349,0.7686870892842611,True
syncs_E_to_J_24,moss_tts_v15,E_to_J,en,ja,3,S,31.28,0.3484848484848485,0.3389355742296919,0.3446135210841093,WER,CER,66,45,0.6666666666666666,0.9567884206771851,0.9532575607299805,0.9728714227676392,0.7155173023541769,True
syncs_E_to_J_25,moss_tts_v15,E_to_J,en,ja,4,A,40.72,0.4925373134328358,0.36900452488687785,0.4331649654495072,WER,CER,67,62,0.5,0.8725537806749344,0.9653534293174744,0.9759014844894409,0.7014886289834976,True
syncs_E_to_J_26,moss_tts_v15,E_to_J,en,ja,4,S,34.64,0.21212121212121213,0.3044871794871795,0.2532589959060547,WER,CER,66,53,0.25,0.9829532206058502,0.9613234996795654,0.9817222952842712,0.7108267992734909,True
syncs_E_to_J_28,moss_tts_v15,E_to_J,en,ja,4,S,38.16,0.4935064935064935,0.2789918414918415,0.41219852056545603,WER,CER,77,47,0.5,0.9665599018335342,0.9780240654945374,0.9805693626403809,0.7817725986242294,True
syncs_E_to_J_29,moss_tts_v15,E_to_J,en,ja,4,S,33.04,0.4461538461538462,0.4857226107226107,0.4629618169441178,WER,CER,65,48,0.5,0.9011287540197372,0.962299644947052,0.9808816313743591,0.716981440782547,True
syncs_E_to_J_30,moss_tts_v15,E_to_J,en,ja,4,S,34.88,0.5396825396825397,0.7420079920079921,0.629207076109731,WER,CER,63,50,0.25,0.66292779520154,0.9650488495826721,0.98049396276474,0.7831550538539886,True
syncs_E_to_J_32,moss_tts_v15,E_to_J,en,ja,4,A,32.88,0.5074626865671642,0.28685897435897434,0.40605614143920593,WER,CER,67,57,0.75,0.9608562737703323,0.9548571109771729,0.9645450115203857,0.7220077365636826,True
syncs_E_to_J_33,moss_tts_v15,E_to_J,en,ja,3,A,30.16,0.29411764705882354,0.2755244755244755,0.28734069668649104,WER,CER,68,39,0.6666666666666666,0.6661801636219025,0.9692618250846863,0.9722418189048767,0.8056290745735168,True
syncs_E_to_J_34,moss_tts_v15,E_to_J,en,ja,3,S,32.64,0.4918032786885246,0.735042735042735,0.5851679185012518,WER,CER,61,38,0.0,0.9372284015019735,0.9679404497146606,0.9886113405227661,0.7411608497301737,True
syncs_E_to_J_36,moss_tts_v15,E_to_J,en,ja,3,S,27.12,0.2,0.47222222222222227,0.3004314994606257,WER,CER,65,38,0.3333333333333333,0.28425732200654846,0.97383713722229,0.9817245006561279,0.7454155683517456,True
syncs_E_to_J_37,moss_tts_v15,E_to_J,en,ja,4,S,35.36,0.4057971014492754,0.37637362637362637,0.3927463665366891,WER,CER,69,55,0.75,0.7410064233336016,0.9338513016700745,0.9698874950408936,0.7547603696584702,True
syncs_E_to_J_38,moss_tts_v15,E_to_J,en,ja,3,S,37.84,0.2028985507246377,0.5773809523809523,0.3487147071217867,WER,CER,69,44,0.3333333333333333,0.7935697635014852,0.9852965474128723,0.9878374934196472,0.760597288608551,True
syncs_E_to_J_40,moss_tts_v15,E_to_J,en,ja,3,A,33.12,0.2222222222222222,0.2039141414141414,0.2148989898989899,WER,CER,63,42,1.0,0.7505355278650919,0.9746187329292297,0.9850718379020691,0.7858125766118368,True
syncs_E_to_J_41,moss_tts_v15,E_to_J,en,ja,3,S,30.24,0.0,0.31535131535131533,0.10893954530318166,WER,CER,72,38,0.6666666666666666,0.6510381072487993,0.9699775576591492,0.9759151339530945,0.7236499587694804,True
syncs_E_to_J_42,moss_tts_v15,E_to_J,en,ja,4,S,37.12,0.4852941176470588,0.6003787878787878,0.532328722002635,WER,CER,68,47,0.25,0.5207892172038555,0.9478273391723633,0.9717711210250854,0.7461451143026352,True
syncs_E_to_J_44,moss_tts_v15,E_to_J,en,ja,3,A,32.88,0.2608695652173913,1.0277777777777777,0.5332294911734163,WER,CER,69,38,0.0,0.019874762278050184,0.97509765625,0.9828908443450928,0.8121009270350138,True
syncs_E_to_J_45,moss_tts_v15,E_to_J,en,ja,3,S,31.12,0.42857142857142855,0.28205128205128205,0.3761467889908257,WER,CER,70,39,1.0,0.9438384572664896,0.9636521339416504,0.9734342694282532,0.7703455090522766,True
syncs_E_to_J_46,moss_tts_v15,E_to_J,en,ja,3,S,34.08,0.6027397260273972,0.4722222222222222,0.5604423868312757,WER,CER,73,35,0.6666666666666666,0.9723363320032755,0.9655551910400391,0.9772040843963623,0.7176339228947958,True
syncs_E_to_J_48,moss_tts_v15,E_to_J,en,ja,4,S,34.88,0.5882352941176471,0.2846153846153846,0.4552447552447552,WER,CER,68,53,0.75,0.9136534780263901,0.9672956466674805,0.9840101003646851,0.7546616494655609,True
syncs_E_to_J_49,moss_tts_v15,E_to_J,en,ja,3,S,29.2,0.32786885245901637,0.3034188034188034,0.3183333333333333,WER,CER,61,39,0.6666666666666666,0.9791484872500101,0.9702812433242798,0.9818561673164368,0.7649169762929281,True
syncs_E_to_J_50,moss_tts_v15,E_to_J,en,ja,4,A,37.68,0.2857142857142857,0.41780303030303034,0.3366959064327486,WER,CER,70,44,0.75,0.9816208481788635,0.9613237977027893,0.9715641140937805,0.7072492986917496,True
syncs_E_to_J_52,moss_tts_v15,E_to_J,en,ja,4,S,33.36,0.746031746031746,0.37747252747252746,0.5709661172161172,WER,CER,63,57,0.75,0.9890285134315491,0.971381425857544,0.9850934743881226,0.7640502005815506,True
syncs_E_to_J_53,moss_tts_v15,E_to_J,en,ja,3,S,29.52,0.030303030303030304,0.5,0.2102803738317757,WER,CER,66,41,0.6666666666666666,0.9825679063796997,0.9719181656837463,0.9823936223983765,0.772806982199351,True
syncs_E_to_J_54,moss_tts_v15,E_to_J,en,ja,3,S,29.04,0.390625,0.4222222222222222,0.40296296296296297,WER,CER,64,41,0.6666666666666666,0.8029186328252157,0.9631108045578003,0.9647926092147827,0.7861033280690511,True
syncs_E_to_J_56,moss_tts_v15,E_to_J,en,ja,4,S,33.68,0.46875,0.6818181818181818,0.5555555555555556,WER,CER,64,44,0.75,0.6745525151491165,0.9614352583885193,0.9865326881408691,0.6767880618572235,True
syncs_E_to_J_57,moss_tts_v15,E_to_J,en,ja,4,S,40.8,0.6811594202898551,0.44816849816849813,0.5757587650444792,WER,CER,69,57,0.5,0.8339866623282433,0.9618975520133972,0.9842302203178406,0.6760197430849075,True
syncs_E_to_J_58,moss_tts_v15,E_to_J,en,ja,4,S,36.64,0.6268656716417911,0.47202797202797203,0.5606957145418684,WER,CER,67,50,0.5,0.7173878567109568,0.9591058492660522,0.9663538336753845,0.7798819690942764,True
syncs_E_to_J_60,moss_tts_v15,E_to_J,en,ja,3,A,30.0,0.35384615384615387,0.40792540792540793,0.3734631381690205,WER,CER,65,37,1.0,0.9726145068804423,0.9745648503303528,0.9857139587402344,0.7321740786234537,True
syncs_E_to_J_61,moss_tts_v15,E_to_J,en,ja,3,A,39.44,0.373134328358209,0.18938684503901895,0.27669947895664826,WER,CER,67,74,1.0,0.9969346721967062,0.9174035787582397,0.9611793160438538,0.8246384660402933,True
syncs_E_to_J_62,moss_tts_v15,E_to_J,en,ja,3,A,40.4,0.5205479452054794,0.3717171717171717,0.47139282735613014,WER,CER,73,36,0.6666666666666666,0.9457115729649862,0.9604897499084473,0.9800404906272888,0.7565881411234537,True
syncs_E_to_J_64,moss_tts_v15,E_to_J,en,ja,4,S,40.96,0.4838709677419355,0.3136655011655012,0.40705257132248285,WER,CER,62,51,0.75,0.9640033841133118,0.9592267274856567,0.97965407371521,0.7705480009317398,True
syncs_E_to_J_65,moss_tts_v15,E_to_J,en,ja,3,S,35.76,0.5,0.6384615384615385,0.5503496503496503,WER,CER,70,40,0.3333333333333333,0.9694559772809347,0.9626432061195374,0.9755231738090515,0.7998406092325846,True
syncs_E_to_J_66,moss_tts_v15,E_to_J,en,ja,4,S,36.8,0.421875,0.40429864253393666,0.4139130602931508,WER,CER,64,53,0.75,0.921533077955246,0.9694218039512634,0.981635570526123,0.7625877261161804,True
syncs_E_to_J_68,moss_tts_v15,E_to_J,en,ja,3,S,38.96,0.3076923076923077,0.29767291531997414,0.30364778233099876,WER,CER,65,44,1.0,0.7362540463606516,0.9743103981018066,0.9840628504753113,0.7687894503275553,True
syncs_E_to_J_69,moss_tts_v15,E_to_J,en,ja,4,S,38.48,0.6216216216216216,0.4000218531468531,0.5322668762688924,WER,CER,74,50,0.75,0.9447329640388489,0.9550617337226868,0.970180094242096,0.7497877180576324,True
syncs_E_to_J_70,moss_tts_v15,E_to_J,en,ja,4,A,33.84,0.40298507462686567,0.26325757575757575,0.34259437596302,WER,CER,67,51,1.0,0.7559018433094025,0.9762598872184753,0.985601007938385,0.7054655849933624,True
